id,value
83,"61.636891,155.771248"
84,"45.937905,9.8672"
85,"-73.360554,177.677929"
86,"40.04812,22.712098"
87,"-22.969339,124.860319"
88,"29.140958,23.610179"
89,"-23.364061,165.473224"
90,"45.478276,-146.051791"
91,"-52.820014,-101.441103"
92,"-38.95266,132.806092"
93,"-39.215607,-125.042699"
94,"17.087491,99.757832"
95,"48.719807,-69.35521"
96,"14.481867,136.146791"
97,"-36.882433,-84.768484"
98,"79.680524,-56.053418"
99,"-25.894641,-98.321721"
100,"-59.305418,-143.57205"
101,"21.323959,-157.809494"
102,"68.083577,-110.413342"
103,"53.428823,-51.903619"
104,"-89.481785,-72.531072"
105,"-11.299106,-149.899817"
106,"33.69916,-146.080325"
107,"18.65683,-29.53698"
108,"60.192106,-144.810357"
109,"-79.645368,-27.981336"
110,"-85.57724,-138.623068"
111,"-81.354382,-155.856904"
112,"61.849473,-177.691833"
113,"61.092822,-58.043914"
114,"-27.859059,172.292714"
115,"71.304592,-95.892582"
116,"-15.826482,74.29164"
117,"-69.121627,-136.163044"
118,"16.174658,-138.741719"
119,"76.308818,-26.139578"
120,"-24.223031,36.984227"
121,"-11.897393,71.195491"
122,"0.715664,18.332993"
123,"15.492966,83.288134"
124,"-88.877317,65.6121"
125,"-7.806882,176.731811"
126,"-63.903557,96.395943"
127,"53.936628,5.133574"
128,"-52.45505,-139.262226"
129,"-7.826204,-149.848618"
130,"32.478985,71.681334"
131,"-12.256551,137.947452"
132,"82.704928,-13.323738"
133,"-57.509552,-136.96146"
134,"89.84782,117.993985"
135,"-9.177563,-152.325319"
136,"-30.927346,-148.876147"
137,"-2.862985,-137.411092"
138,"-41.471158,-68.606139"
139,"-25.43885,-90.652217"
140,"-1.181033,-48.199381"
141,"78.084381,-173.326127"
142,"-22.060723,14.125755"
143,"-53.262772,39.049026"
144,"-6.359886,-136.728715"
145,"-21.400136,-98.907631"
146,"-67.62732,-138.16826"
147,"-81.008147,121.450394"
148,"58.049597,70.90851"
149,"-2.774805,-105.071403"
150,"-82.030162,174.856038"
151,"0.258214,161.96737"
152,"10.930532,-129.924505"
153,"75.782993,-40.553668"
154,"-33.118139,77.990474"
155,"48.627102,32.555944"
156,"47.860015,-33.754724"
157,"-18.894832,-42.86397"
158,"-56.310318,-35.854432"
159,"73.41746,-90.151856"
160,"-67.842091,-150.354821"
161,"-42.442827,-119.913857"
162,"3.032073,51.031113"
163,"-78.432853,26.014508"
164,"65.066049,109.149453"
165,"-64.897702,103.74415"
166,"28.402386,82.975036"
167,"82.696917,112.610255"
168,"65.109299,115.8723"
169,"-50.757149,54.939891"
170,"-10.886509,143.226672"
171,"-48.951279,137.28276"
172,"19.389808,-152.050914"
173,"3.495305,-126.25178"
174,"-82.989354,61.433519"
175,"51.635599,-146.353248"
176,"-25.282875,-86.243571"
177,"-12.94526,163.965523"
178,"15.245284,148.995445"
179,"22.420632,-128.011607"
180,"4.201081,-74.715147"
181,"-68.655782,81.890734"
182,"-62.161829,-30.973828"
183,"-57.564803,-66.964149"
184,"-28.628551,99.59421"
185,"75.530169,-80.655393"
186,"14.489164,14.479242"
187,"68.790607,31.229273"
188,"47.358462,37.06947"
189,"76.460729,121.730483"
190,"-33.695983,-61.701785"
191,"-13.011126,80.460763"
192,"-73.890192,-176.395722"
193,"-9.881549,58.845697"
194,"88.485717,30.22653"
195,"28.832291,109.684347"
196,"-4.332821,-76.442217"
197,"3.487472,103.911498"
198,"-15.716156,59.485706"
199,"-32.651883,15.163083"
200,"49.463343,90.838078"
201,"-36.442693,172.875519"
202,"-82.695334,132.997046"
203,"84.106877,138.485981"
204,"-52.475677,41.076701"
205,"-27.265311,-118.706146"
206,"47.001128,-86.737084"
207,"37.861861,-138.461616"
208,"-0.264532,-147.928752"
209,"-86.952497,122.909158"
210,"-54.947199,82.678726"
211,"-23.11694,150.307783"
212,"-64.000224,57.551903"
213,"1.112565,-88.566639"
214,"-64.65952,-51.950357"
215,"54.430172,-37.775925"
216,"79.785894,169.424267"
217,"27.398334,-7.685825"
218,"49.029845,-73.311721"
219,"-2.804896,-152.053657"
220,"-67.906452,-75.006849"
221,"-28.487847,129.151525"
222,"-25.951281,172.306026"
223,"36.685967,-61.63741"
224,"-82.793497,114.13651"
225,"-81.087036,-39.892667"
226,"54.723795,68.68112"
227,"3.860028,11.63663"
228,"-11.269825,-138.396235"
229,"-82.685175,172.154186"
230,"-87.708015,-116.40316"
231,"-75.702372,8.181851"
232,"-13.440283,-158.961441"
233,"13.21073,25.11018"
234,"68.899952,60.746738"
235,"32.718683,71.920495"
236,"-63.698722,-37.675922"
237,"-11.135634,118.442841"
238,"63.098944,-167.309476"
239,"-71.225874,-89.080011"
240,"89.46502,137.497576"
241,"28.919711,-119.792716"
242,"10.126071,163.816148"
243,"-66.39279,179.311501"
244,"-47.752598,96.937252"
245,"-52.367136,-73.741165"
246,"63.985718,151.547363"
247,"-48.921308,172.102759"
248,"-48.044326,75.106203"
249,"88.191346,-125.910435"
250,"-69.02728,-41.931459"
251,"-80.513535,177.863252"
252,"50.694013,3.219649"
253,"17.469076,56.176388"
254,"-66.830542,-114.002224"
255,"-76.019674,-139.119522"
256,"19.899568,-57.175225"
257,"-45.118132,138.867105"
258,"66.840255,-60.164505"
259,"-27.904981,-74.785898"
260,"75.132459,63.43802"
261,"32.505364,39.37213"
262,"26.619603,171.327795"
263,"-60.093729,-47.410481"
264,"87.859744,-154.35384"
265,"0.328219,-96.066142"
266,"-37.196706,95.695398"
267,"-38.418678,-152.629294"
268,"74.739443,-76.766952"
269,"-0.824942,101.336623"
270,"60.776702,-77.942486"
271,"-80.022266,-126.648874"
272,"-59.60615,121.089715"
273,"-13.801412,173.40327"
274,"42.406222,-91.406918"
275,"-50.260194,88.40272"
276,"46.207446,85.682958"
277,"-51.793018,-72.382888"
278,"24.579226,-162.871196"
279,"-69.673682,-120.261887"
280,"-80.561118,-151.262295"
281,"47.353171,96.826156"
282,"-33.520579,-105.778566"
283,"20.204741,-40.031998"
284,"-49.346582,141.064513"
285,"22.180621,16.410604"
286,"86.798933,-86.820089"
287,"-57.72082,5.360344"
288,"88.289981,21.381307"
289,"25.45638,37.549884"
290,"-64.544526,46.117418"
291,"41.01311,-112.438437"
292,"64.159035,151.273957"
293,"-40.753722,145.230901"
294,"59.092934,27.334702"
295,"29.143569,128.967066"
296,"77.945466,7.800358"
297,"0.99213,99.992302"
298,"59.18787,-133.831513"
299,"-4.703806,-67.756422"
300,"-72.7968,-81.56001"
301,"-52.155448,-178.046876"
302,"-62.427947,37.769937"
303,"70.742832,63.138596"
304,"39.218018,73.776411"
305,"-0.865614,-123.613458"
306,"5.743803,119.807739"
307,"54.809544,-138.783047"
308,"-41.202859,75.571716"
309,"-83.431116,23.328511"
310,"-22.747242,-66.264875"
311,"-18.56693,-31.328588"
312,"83.858948,68.612987"
313,"-87.908055,99.440386"
314,"-62.035636,88.977344"
315,"86.077559,-63.821416"
316,"16.795816,28.836038"
317,"74.29866,-122.733353"
318,"78.207266,42.816096"
319,"17.207849,161.138096"
320,"-48.258702,2.666107"
321,"80.970316,-28.175351"
322,"62.391997,75.468338"
323,"36.513808,84.086822"
324,"21.344606,-155.151229"
325,"55.996432,-1.744282"
326,"-60.041866,124.761408"
327,"77.420435,-179.463326"
328,"-83.538688,-125.407237"
329,"27.923277,56.461927"
330,"8.444076,-56.212693"
331,"80.088019,161.473074"
332,"-65.302628,-131.903051"
333,"73.520861,-69.894541"
334,"2.66149,19.151472"
335,"79.986281,47.162325"
336,"39.839684,95.787679"
337,"-75.129292,-7.864015"
338,"-28.489808,-58.142915"
339,"18.070768,179.39848"
340,"25.190408,-47.918761"
341,"76.57472,-10.700764"
342,"-78.770726,113.497563"
343,"82.942176,149.523129"
344,"56.653504,-169.402848"
345,"-88.954684,-45.927602"
346,"-83.059384,-121.217581"
347,"-5.303074,-106.100521"
348,"81.544204,-76.2125"
349,"-22.855923,-101.016277"
350,"84.402712,-72.48971"
351,"-66.21656,169.004956"
352,"36.998131,-143.63413"
353,"10.475783,49.935249"
354,"-7.602834,-16.219994"
355,"60.795379,132.05703"
356,"-88.237537,-146.300088"
357,"73.257684,101.965375"
358,"-7.184676,154.138162"
359,"63.648008,104.523611"
360,"26.075966,139.274451"
361,"-44.511355,13.087837"
362,"-27.14805,88.866312"
363,"-44.801822,81.016058"
364,"-62.308472,179.751734"
365,"64.64073,-84.627101"
366,"-33.38455,66.669536"
367,"55.926518,-69.7018"
368,"22.980886,10.569364"
369,"68.857046,-103.557066"
370,"21.879507,70.179877"
371,"-4.055591,-161.384424"
372,"59.791667,132.872293"
373,"-26.319478,149.89946"
374,"36.086052,122.861658"
375,"41.160495,-165.923119"
376,"-74.727743,-47.913359"
377,"-15.886796,-67.353982"
378,"-41.597795,69.032481"
379,"-50.204127,138.191059"
380,"49.805989,-39.766269"
381,"-50.990652,-61.363999"
382,"-1.45046,29.923259"
383,"-10.180732,71.672637"
384,"-16.751479,143.605484"
385,"-80.407469,134.261726"
386,"-30.831657,165.289886"
387,"68.611985,8.074327"
388,"47.980558,88.16624"
389,"-84.344689,142.366227"
390,"60.903269,-141.245565"
391,"-69.814975,142.48251"
392,"59.923862,-105.8816"
393,"-78.202862,-57.38144"
394,"51.622728,167.839731"
395,"63.62715,81.932941"
396,"23.565644,169.414824"
397,"58.178347,3.985874"
398,"78.667265,91.003504"
399,"-31.202348,-16.381978"
400,"45.206682,84.756953"
401,"75.628806,165.312522"
402,"-20.903711,-64.131842"
403,"5.816382,125.943792"
404,"-30.280383,25.174661"
405,"32.643479,-147.583642"
406,"67.285999,-177.862628"
407,"-15.401874,-88.393098"
408,"40.838954,-31.120111"
409,"-12.135638,-50.546154"
410,"28.209208,-26.932737"
411,"-3.077853,64.065865"
412,"-28.13314,-25.796605"
413,"-59.863313,-59.849844"
414,"68.80577,29.301005"
415,"-24.448578,164.635185"
416,"-3.697648,-154.107739"
417,"88.978198,-117.165337"
418,"-10.289041,80.359564"
419,"-24.080932,64.02836"
420,"-58.178419,-85.030071"
421,"-48.206376,97.399729"
422,"65.155482,-91.964906"
423,"73.750049,105.33372"
424,"41.993526,-101.785588"
425,"-56.036366,32.078598"
426,"-46.570989,179.433414"
427,"70.702617,112.664934"
428,"9.569968,-96.103161"
429,"-38.638518,129.003778"
430,"-75.990621,-34.05942"
431,"71.52976,68.759435"
432,"-36.672477,160.272508"
433,"9.367212,145.960597"
434,"-62.718517,-163.13244"
435,"-52.765024,53.981783"
436,"-77.628799,75.937229"
437,"59.896147,78.72414"
438,"50.687833,67.220317"
439,"-12.031401,178.480902"
440,"-12.87547,-47.385696"
441,"59.442653,-112.773326"
442,"-85.313508,111.019163"
443,"-22.488052,-37.580242"
444,"3.893684,-29.985237"
445,"-67.988562,25.264875"
446,"-26.765125,125.727697"
447,"-74.729524,-109.279627"
448,"-80.358338,69.257129"
449,"-88.739731,-106.596388"
450,"47.709474,115.209865"
451,"-85.244317,161.234791"
452,"73.718254,-62.311304"
453,"27.445517,137.685503"
454,"41.949826,133.240522"
455,"74.105413,18.129171"
456,"80.84866,-63.789461"
457,"-77.353382,121.77003"
458,"-49.42354,111.482638"
459,"52.435099,-78.275815"
460,"-12.414723,-78.350235"
461,"-69.957812,-59.67352"
462,"21.690142,-37.051584"
463,"-67.303395,-28.058921"
464,"43.637403,-123.614123"
465,"-60.828265,-52.824095"
466,"-7.745018,51.301697"
467,"-4.675463,-91.977845"
468,"76.533794,-119.406528"
469,"-22.698074,102.727747"
470,"-36.334476,67.973038"
471,"57.432117,148.315763"
472,"-41.202975,-29.806018"
473,"78.50134,25.296068"
474,"-1.905742,-21.675031"
475,"85.116275,-110.244371"
476,"-66.845685,156.282248"
477,"55.715262,-163.760147"
478,"79.1636,-15.62192"
479,"79.41233,159.116671"
480,"-4.79588,136.483298"
481,"-26.566094,-156.859145"
482,"-9.774398,24.753735"
483,"-12.943985,-100.210318"
484,"-56.968649,47.161034"
485,"47.537278,-25.189663"
486,"-43.686633,-125.45845"
487,"-8.330033,-16.572352"
488,"-7.400346,-121.89565"
489,"-0.219722,-30.891532"
490,"-62.926004,-156.854064"
491,"21.316691,157.616104"
492,"-25.184111,98.66599"
493,"0.842149,17.530787"
494,"28.705895,-67.890714"
495,"-46.805961,65.939465"
496,"89.201935,-99.632531"
497,"10.043167,75.366334"
498,"-51.167948,158.732167"
499,"24.790987,-47.341736"
500,"62.189663,-2.02146"
501,"-88.286117,159.391122"
502,"83.07259,-122.566433"
503,"-25.150376,-127.985079"
504,"-62.873133,62.417711"
505,"-66.531143,-80.810928"
506,"-49.207135,29.683357"
507,"19.17724,-21.739624"
508,"-10.907593,-48.871512"
509,"-9.688164,126.924302"
510,"-41.243457,52.137909"
511,"5.263332,-112.658936"
512,"2.627322,11.608577"
513,"37.383483,-115.373983"
514,"-88.440077,-78.631949"
515,"-0.055843,29.702132"
516,"21.937457,69.540191"
517,"45.353764,30.113051"
518,"23.573344,-10.951453"
519,"37.009371,55.649814"
520,"48.636929,-87.182023"
521,"51.479359,60.470257"
522,"52.384067,161.232193"
523,"5.45906,126.063756"
524,"-8.288983,37.962399"
525,"17.884781,33.591788"
526,"-44.509208,53.976102"
527,"27.000997,148.828358"
528,"23.509324,20.748866"
529,"-55.247521,141.558925"
530,"39.205114,154.621819"
531,"5.164993,142.191507"
532,"-88.352903,-159.880965"
533,"43.185496,141.240668"
534,"-81.557785,20.295931"
535,"-44.450325,-78.140671"
536,"-60.916614,113.682693"
537,"-13.017746,12.806702"
538,"46.14826,48.558173"
539,"-4.958852,-163.336937"
540,"13.628432,27.97947"
541,"-9.290088,-153.431455"
542,"23.570083,12.039609"
543,"-38.68258,93.861282"
544,"-7.955136,15.293419"
545,"-0.03109,-60.714147"
546,"74.840552,171.753733"
547,"-58.70595,-97.156796"
548,"-61.78512,-52.951707"
549,"-59.610871,125.352263"
550,"-65.235422,-55.742042"
551,"-4.111976,-31.43566"
552,"12.602555,1.825884"
553,"82.654207,-164.709484"
554,"56.984577,52.12738"
555,"57.241239,-141.067839"
556,"-13.735728,12.846194"
557,"-80.517095,30.486504"
558,"60.318287,152.371654"
559,"8.512649,-91.631576"
560,"29.676731,-35.29575"
561,"69.224299,-7.993914"
562,"-15.221627,-81.911642"
563,"-72.893181,27.057544"
564,"52.468205,34.01946"
565,"27.475529,-115.058536"
566,"2.031195,-45.736757"
567,"-30.817841,87.197085"
568,"40.586439,7.9749"
569,"-41.747288,40.959184"
570,"49.680403,-85.814762"
571,"-78.989472,26.355599"
572,"-21.000962,-71.538286"
573,"17.718665,150.999724"
574,"-81.950131,38.638244"
575,"-27.235721,-39.576984"
576,"85.68215,136.115121"
577,"-22.542845,-173.73763"
578,"77.661364,153.088474"
579,"-47.783398,160.742424"
580,"84.338553,-148.363175"
581,"-82.456974,179.220251"
582,"-40.658507,57.104021"
583,"49.607593,-13.757587"
584,"-6.53465,142.684756"
585,"-9.068857,-10.827929"
586,"44.549363,-141.371004"
587,"51.205312,106.376435"
588,"-5.480224,126.91145"
589,"-9.868863,145.112142"
590,"-5.244667,28.186235"
591,"53.243384,130.341623"
592,"-20.907098,35.873543"
593,"63.101831,149.441623"
594,"-35.485714,173.279834"
595,"-60.481184,-61.999504"
596,"-26.575299,67.727362"
597,"71.300342,114.733106"
598,"-54.549344,81.363793"
599,"-56.351084,-104.152282"
600,"-59.708959,-40.299407"
601,"53.978063,29.787618"
602,"-51.540098,-0.792016"
603,"-76.333462,71.057406"
604,"15.217762,-120.083279"
605,"82.032005,-19.93389"
606,"-52.080708,-19.11583"
607,"39.54614,117.371883"
608,"22.60678,-178.599542"
609,"-55.396228,174.28736"
610,"-10.528981,-96.368486"
611,"65.502086,-81.578301"
612,"-24.388307,58.957717"
613,"69.187085,79.712501"
614,"16.45094,-156.24494"
615,"-77.764299,29.673551"
616,"-6.457068,142.71271"
617,"-37.992227,65.126801"
618,"86.235837,156.718343"
619,"-54.748842,-129.946838"
620,"-56.881572,86.538447"
621,"50.204504,-105.885737"
622,"14.788788,29.082173"
623,"-2.991432,-7.267516"
624,"76.261154,104.321499"
625,"84.846941,79.899207"
626,"11.378924,-86.027223"
627,"-12.920634,-135.105925"
628,"-41.120588,171.732957"
629,"1.676255,-104.843788"
630,"-58.064715,-20.00951"
631,"30.238188,20.820092"
632,"65.6328,-174.281257"
633,"-77.934451,-11.12714"
634,"-8.007458,160.963866"
635,"72.602294,-14.144494"
636,"41.371798,114.119036"
637,"-74.872308,129.00539"
638,"-55.255224,-20.142327"
639,"39.684281,-98.582139"
640,"69.223508,-59.669159"
641,"-44.916372,-81.667605"
642,"-22.448557,149.777996"
643,"5.620894,149.784343"
644,"0.331477,100.603403"
645,"-46.477516,82.866061"
646,"64.434564,50.850568"
647,"59.431186,149.738475"
648,"73.23533,-75.462415"
649,"-31.108647,81.841875"
650,"55.657721,127.21822"
651,"54.164576,118.822194"
652,"56.712245,98.379247"
653,"6.505063,77.404086"
654,"-40.566925,-112.060441"
655,"16.85273,131.983711"
656,"-30.159524,-178.175508"
657,"8.120047,103.624128"
658,"-76.176459,-62.456112"
659,"69.977588,-25.657246"
660,"-18.74932,115.075973"
661,"-3.18944,-178.519795"
662,"-56.542183,56.822392"
663,"48.958347,-82.92635"
664,"-23.649529,134.507234"
665,"28.272497,45.813521"
666,"25.464779,1.983704"
667,"76.952269,108.436433"
668,"-7.234104,-145.653586"
669,"-37.335707,87.62464"
670,"-35.167765,-167.016109"
671,"67.521461,-173.916949"
672,"-71.694393,-68.042276"
673,"-10.010263,50.802255"
674,"50.343541,35.700436"
675,"-37.861637,124.314816"
676,"60.17541,-47.887612"
677,"-45.659762,-21.915245"
678,"-7.333311,-108.891619"
679,"18.668078,-169.480638"
680,"35.36582,102.485884"
681,"28.530496,-85.745889"
682,"14.386361,-109.360284"
683,"-30.765236,-108.198961"
684,"-52.227532,-105.650756"
685,"18.266655,-42.238451"
686,"-10.149692,-30.401839"
687,"-59.736244,139.586415"
688,"76.103843,25.156205"
689,"80.239784,141.169031"
690,"-13.964714,85.864296"
691,"6.058379,-134.256069"
692,"27.384398,-134.565226"
693,"25.176611,-97.41363"
694,"46.890749,21.700141"
695,"-65.054138,-92.096451"
696,"-58.260776,-56.106736"
697,"86.133621,153.163692"
698,"-6.300522,-17.358112"
699,"24.216803,-93.587926"
700,"9.436609,-98.305873"
701,"70.421068,42.175729"
702,"-27.635428,130.782532"
703,"88.92703,175.970722"
704,"9.319419,-0.74872"
705,"24.755423,69.125286"
706,"-29.227128,93.881194"
707,"-85.664825,-20.365043"
708,"-64.280075,-74.240436"
709,"66.771712,48.631758"
710,"-77.665837,84.287788"
711,"-50.486899,-30.458338"
712,"-64.616686,132.246077"
713,"37.222703,-0.141481"
714,"78.973255,-166.288762"
715,"-83.603606,19.195232"
716,"-13.527755,-51.984301"
717,"36.141156,114.460292"
718,"74.321748,67.35704"
719,"-46.019359,-110.790639"
720,"-18.288912,75.040244"
721,"74.533131,163.442682"
722,"-48.1931,-140.634589"
723,"-66.039256,-13.657292"
724,"45.316982,27.283576"
725,"29.661142,-25.961019"
726,"48.426185,-49.098012"
727,"-26.045229,-177.07051"
728,"-51.502476,41.205553"
729,"61.645941,-33.633357"
730,"0.79248,-57.931217"
731,"-5.372013,-145.049152"
732,"-14.706166,157.028249"
733,"-30.073054,116.428552"
734,"32.955794,140.548451"
735,"20.491275,-51.800486"
736,"30.599475,-65.584503"
737,"-68.408845,-140.952344"
738,"-44.810712,174.526623"
739,"78.042628,146.698727"
740,"-3.115239,-165.797695"
741,"-59.670376,27.849687"
742,"-12.013318,110.470454"
743,"1.443721,152.578208"
744,"85.719348,40.095567"
745,"-68.682283,81.743857"
746,"-55.296345,-109.006151"
747,"55.29326,-2.373783"
748,"59.086426,-59.560154"
749,"50.887128,132.8657"
750,"17.768149,137.24684"
751,"-76.139796,138.646162"
752,"59.271906,81.869317"
753,"36.156077,-54.473226"
754,"-27.146953,-88.355469"
755,"60.805251,-33.382736"
756,"66.443427,-95.250566"
757,"-17.863049,-109.026422"
758,"-16.351263,6.313107"
759,"76.423962,-56.203153"
760,"-46.280977,87.528667"
761,"48.951399,143.071817"
762,"-7.887505,149.196364"
763,"-73.740858,-164.970676"
764,"9.477598,-118.560956"
765,"-55.868953,-63.847139"
766,"51.968397,132.996867"
767,"-33.216135,55.696215"
768,"19.173839,108.690093"
769,"44.733694,-162.818356"
770,"87.514844,-33.50943"
771,"-43.465777,103.581727"
772,"-24.406796,15.261575"
773,"14.119865,145.64514"
774,"12.780008,129.564595"
775,"80.751017,173.407154"
776,"-78.294906,-26.817519"
777,"-10.346789,-149.089035"
778,"35.987105,-124.156894"
779,"61.267909,10.234572"
780,"-81.696054,-177.866181"
781,"46.706532,-162.066208"
782,"10.687986,132.42945"
783,"-5.853909,39.336158"
784,"-68.514828,-175.635796"
785,"71.688859,-43.335096"
786,"-70.885109,-79.181283"
787,"31.043138,37.727184"
788,"58.816031,15.863064"
789,"-3.151122,69.817199"
790,"77.813962,-132.684431"
791,"76.57618,-79.267027"
792,"-47.119298,-127.653928"
793,"-4.972572,88.438849"
794,"69.04889,-141.999254"
795,"35.571694,-109.431517"
796,"-70.312993,-97.474723"
797,"47.879388,73.086526"
798,"-15.657073,-145.85534"
799,"37.709494,132.889742"
800,"6.228652,-88.728974"
801,"7.069557,-139.309519"
802,"-88.573674,-128.759591"
803,"-76.934653,108.984654"
804,"0.849054,-82.031592"
805,"70.681484,9.526685"
806,"-24.191031,-68.019307"
807,"70.222997,12.940125"
808,"-62.095819,-20.474494"
809,"5.797335,177.00096"
810,"76.236842,-105.235912"
811,"-58.932427,62.380498"
812,"38.215208,118.775007"
813,"24.168425,-150.639873"
814,"37.683427,-119.060793"
815,"-15.26896,-129.251023"
816,"-71.115409,-117.384197"
817,"53.446462,56.086721"
818,"-11.728272,127.836296"
819,"-20.847573,-85.684492"
820,"17.555782,5.39143"
821,"27.453883,-23.497241"
822,"-85.560848,72.256323"
823,"-24.290723,81.722647"
824,"40.253552,-83.331752"
825,"-36.270525,20.810126"
826,"-16.154606,-69.093914"
827,"-56.169278,-80.057812"
828,"80.261253,32.349748"
829,"49.462746,-32.251332"
830,"-15.581767,127.100569"
831,"-12.73082,58.497651"
832,"80.206623,157.214266"
833,"35.636432,125.938298"
834,"-71.746751,118.615838"
835,"44.507295,-40.089284"
836,"23.773098,130.848952"
837,"-0.461132,-4.389146"
838,"-2.016177,73.013553"
839,"83.249741,-48.250431"
840,"75.92387,17.834861"
841,"-44.261772,130.287779"
842,"-62.733782,-61.698996"
843,"78.424856,134.951467"
844,"-46.952047,-30.019485"
845,"22.062437,-84.72348"
846,"23.51605,71.650748"
847,"78.877761,-7.325882"
848,"49.625435,53.51787"
849,"42.486851,-18.364849"
850,"-4.231078,6.840868"
851,"-18.733397,56.546552"
852,"44.018595,143.72069"
853,"14.330624,-1.73083"
854,"74.090923,-86.51634"
855,"25.337224,-46.770277"
856,"-37.14423,-14.302112"
857,"52.836034,52.237615"
858,"0.917426,62.416492"
859,"14.946233,-84.115088"
860,"-68.462617,157.752132"
861,"-7.752998,97.027218"
862,"-22.6815,69.923136"
863,"82.417847,-14.982575"
864,"6.720344,-151.266545"
865,"-71.102489,86.776531"
866,"-87.55712,6.415699"
867,"2.366493,-49.229044"
868,"28.36113,63.879666"
869,"-20.831044,-133.0363"
870,"18.425052,-33.745705"
871,"89.605338,-96.610463"
872,"86.709506,-145.693472"
873,"-85.50475,174.695008"
874,"-79.739573,94.183879"
875,"-13.959823,-77.561377"
876,"-61.542218,-3.054435"
877,"-87.113115,53.462388"
878,"-73.81701,-118.351112"
879,"47.314508,29.790902"
880,"-45.746912,58.507441"
881,"37.421415,26.313291"
882,"86.320601,170.15165"
883,"-41.010605,-34.524815"
884,"-23.867213,-122.574405"
885,"-61.365761,117.177439"
886,"-8.664735,76.790455"
887,"-47.991539,115.78033"
888,"-1.515433,30.362706"
889,"88.000713,20.806197"
890,"57.05069,-117.379832"
891,"-36.925922,-113.505051"
892,"-42.654663,-179.229054"
893,"-0.399478,-162.528259"
894,"39.726691,-144.163825"
895,"-72.185492,1.022236"
896,"37.355951,-69.046851"
897,"-89.586685,-74.374712"
898,"-64.541483,-93.640984"
899,"-18.973372,148.149944"
900,"-52.764559,73.207661"
901,"-81.62543,134.82589"
902,"-27.149506,138.796013"
903,"-33.375601,-154.288232"
904,"72.621232,-119.64756"
905,"24.15276,12.466016"
906,"87.537053,-50.499379"
907,"-88.434668,-70.401215"
908,"56.277855,5.697208"
909,"63.32961,7.135255"
910,"-39.805545,-168.590742"
911,"0.478731,2.572151"
912,"-55.363727,174.124615"
913,"39.98099,-76.095357"
914,"37.239212,-125.904912"
915,"83.766305,12.430092"
916,"43.214962,151.292167"
917,"63.719645,74.721015"
918,"-41.135559,-130.623646"
919,"23.588953,123.194258"
920,"-68.437079,123.303801"
921,"-40.184935,-167.512803"
922,"18.180775,-77.010474"
923,"63.615219,119.172371"
924,"-3.226279,-25.562263"
925,"-55.563505,-97.854248"
926,"54.006173,-34.105691"
927,"-52.449616,56.362846"
928,"-29.304014,52.012094"
929,"17.462384,-45.318554"
930,"8.159458,-94.128873"
931,"-26.503681,151.585223"
932,"1.701813,-87.548502"
933,"-86.621584,-140.884639"
